spu_code,material_name,offer_id,run_crawled_at,updated_at,n_main,n_gallery,n_detail,best_main_min_side,old_category_code,new_category_code,created_leaf_codes,cat_status,status
MG-PB604F42BF42C,竹扫把,11033258,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,04.020.001.005,04.020.001.005,,no_L1,updated
MG-PB616E3A07459,壁纸美工刀片,16854259,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,04.013.001.007,04.013.001.007,,unchanged,updated
MG-PB6A23D23ACD5,剥线钳子,003745,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,04.016.001.009,04.016.001.009,,unchanged,updated
MG-PB78BD1D10C90,铜芯线,11690325,20260710_220036,2026-07-12T07:36:26+00:00,1,2,7,800,12.001.014.001,12.001.014.001,,unchanged,updated
MG-PB8E081104D75,高压熔断器,19434887,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,31.001.004.004,31.001.004.001,,changed,updated
MG-PB911E731BDD7,振动棒,20998072,20260710_220036,2026-07-12T07:36:26+00:00,1,1,2,702,04.029,04.029,,no_L1,updated
MG-PB92A560AE06E,三相变压器,17635741,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,31.005.003,31.006.005.004,,changed,updated
MG-PB9433AB39778,屏蔽电缆,20917227,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,12.001.003.018,12.001.003.017,,changed,updated
MG-PB98285BB7518,电动二通阀,025727,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,25.001.004.002,25.001.004.002,,unchanged,updated
MG-PB9CECF8C00D5,防滑钢板,22873686,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,08.012.007.003,08.012.007.003,,unchanged,updated
MG-PBA2AED7F94D2,输电线路,16265509,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,12.002.001.001,12.002.001.001,,no_L1,updated
MG-PBA65558EBC3D,尖头錾子,V25058617,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,04.007.003.002,29.010.001.026,,changed,updated
MG-PBA98C7D754F2,90°镀锌弯头,084035,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,25.002.003.015,25.002.003.011,,changed,updated
MG-PBAF1CF77EAEB,钢化玻璃,19441088,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,1080,20.003.014.001,20.003.014.001,,unchanged,updated
MG-PBB756BF42929,交流电度表,16186832,20260710_220036,2026-07-12T07:36:26+00:00,1,3,5,800,31.004.005.001,31.004.004.001,,changed,updated
MG-PBB8CCDE57CC8,区域报警器,23627684,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,14.002.003.003,14.002.003.003,,unchanged,updated
MG-PBC043E88DD9F,植筋胶,10928034,20260710_220036,2026-07-12T07:36:26+00:00,1,2,7,800,03.002.002.008,03.002.002.008,,unchanged,updated
MG-PBCC08B2CE917,自攻螺丝,15499517,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,08.007.002.001,08.007.005.001,08.007.005;08.007.005.001,changed,updated
MG-PBCF04B52639B,直角尺,11532910,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,04.001.001.004,04.001.001.004,,unchanged,updated
MG-PBD78E9B398FC,插座箱,25521088,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,31.002.001.001,31.002.002.001,,changed,updated
MG-PBDE4552E2591,电压继电器,11996547,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,14.002.008.009,14.002.008.009,,no_L1,updated
MG-PBDF6E52E7BA9,边龙骨,12340363,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,19.008.002.001,19.008.003.001,,changed,updated
MG-PBE662EE287AC,焊接碳钢螺旋管,13917135,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,30.002.002.002,30.002.002.002,,unchanged,updated
MG-PBEEA351E2A8C,分配器,21386744,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,02.006.004.002,02.006.004.002,,no_L1,updated
MG-PBF1B95738766,净水器,15457207,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,10.005.001.001,10.005.002.002,,changed,updated
MG-PBFDF00F05293,帐篷,X04432,20260710_220036,2026-07-12T07:36:26+00:00,1,3,6,800,32.001,32.001,,no_L1,updated
MG-PC0718D6EB8EE,洋镐,18769732,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,04.020.002.003,04.020.002.003,,unchanged,updated
MG-PC0F83D0A6817,感烟探测器,11462963,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,26.003.001.003,26.003.001.020,,changed,updated
MG-PC0FDA3F65B8B,主开关,12655447,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,31.003.005.001,14.002.002.001,,changed,updated
MG-PC1390E80BA63,渣浆泵,26098923,20260710_220036,2026-07-12T07:36:26+00:00,1,3,6,800,07.004.001.001,07.004.001.001,,unchanged,updated
MG-PC13B391A4AF8,异径管,26416923,20260710_220036,2026-07-12T07:36:26+00:00,1,3,5,800,25.002.002.011,25.002.002.011,,unchanged,updated
MG-PC208D4427FA7,液压阀,13987326,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,25.001.005.020,05.007.003.002,,changed,updated
MG-PC21CF38AD8F4,散流器,15263853,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,24.003.003.007,24.002.006.001,,changed,updated
MG-PC276ACBC13E9,中级过滤器,16319449,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,24.002.002.003,24.002.002.001,,changed,updated
MG-PC28DEFF178B2,电压表,12720134,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,31.004.001.001,31.004.001.001,,unchanged,updated
MG-PC2BA76220781,指示灯,13982623,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,14.002.010.002,14.002.010.001,,changed,updated
MG-PC30119A96C86,HDPE化粪池,10504355,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,28.008.014,28.008.014,,no_L1,updated
MG-PC315E53DF10F,PVC 90°弯头,028264,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,28.003.003.082,28.003.003.082,,unchanged,updated
MG-PC34644C090DC,滚筒刷,17134286,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,04.015.001.001,04.015.001.001,,unchanged,updated
MG-PC3FCAE6C1B50,预制混凝土井盖,10661172,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,30.007.001.009,30.007.001.009,,no_L1,updated
MG-PC42CE2B72411,倒链葫芦,15179375,20260710_220036,2026-07-12T07:36:26+00:00,1,2,8,800,04.008.006,04.008.006,,no_L1,updated
MG-PC468EC050742,圆钢,12656423,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,21.001.004.001,21.001.004.001,,unchanged,updated
MG-PC4BF1817A974,接线盒,12521716,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,13.003.001.004,31.007.003.001,,changed,updated
MG-PC55364F8E27B,压力开关,19379496,20260710_220036,2026-07-12T07:36:26+00:00,1,3,6,800,14.002.009.014,05.008.001.011,,changed,updated
MG-PC56597C426FA,电热水器,16362410,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,24.007.008.001,10.002.005.001,,changed,updated
MG-PC5DDD4261AC1,插接装置,V34550081,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,31.007.004.001,31.007.004.002,,changed,updated
MG-PC6912DA7BF4D,镇流器,11916577,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,11.002.005.002,11.002.005.009,,changed,updated
MG-PC6A75C4BC466,闸阀,024832,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,28.013.001.035,25.001.005.020,,changed,updated
MG-PC6BBA12EEDF3,PPR三通,029853,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,28.013.001.003,28.013.001.003,,unchanged,updated
MG-PC6EE5E39BE6E,镀锌钢管,034128,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,30.002.004.001,30.002.004.001,,unchanged,updated
MG-PC7D00D03CF5E,滑阀,18893292,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,24.011.001.002,05.008.001.003,,changed,updated
MG-PC9BF8375EB4D,HDPE三通,12247710,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,28.008.004.017,28.010.002.023,,changed,updated
MG-PC9C83DC7950D,防潮石膏板,11769340,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,19.002.006.002,19.002.006.002,,unchanged,updated
MG-PCA4100A609AB,镀锌直接,026699,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,25.002.003.005,25.002.004.001,,changed,updated
MG-PCA67764B0D7B,花岗岩,13420046,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,19.007.006.005,19.007.006.005,,no_L1,updated
MG-PCAF03315C704,拖把,11815093,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,04.020.001.003,04.020.001.003,,no_L1,updated
MG-PCB82096C9FAF,进气阀,V18863637,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,25.001.004.026,07.007.001.002,07.007.001.002,changed,updated
MG-PCB89BD624043,502胶,11336464,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,03.002.001.004,03.002.001.004,,no_L1,updated
MG-PCBA0D125EFFF,电池,015635,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,11.004.003.002,11.004.003.002,,no_L1,updated
MG-PCBBE419B0FEE,塑料垃圾桶-圆柱桶,15195049,20260710_220036,2026-07-12T07:36:26+00:00,1,0,9,800,22.004.011,22.004.011,,no_L1,updated
MG-PCCBD41B1D6EF,控制阀,13338341,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,25.001.005.010,25.001.004.019,,changed,updated
MG-PCCC31A0E0A78,猪毛刷子,V35021513,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,04.015.003.003,04.015.003.003,,unchanged,updated
MG-PCCC9BA853098,阻火器,25570921,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,26.002.001.025,26.002.001.025,,unchanged,updated
MG-PCD01EB3239C0,铠装电缆,18978959,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,12.002.003.009,12.001.008.001,,changed,updated
MG-PCD338087CF62,对讲机,12998279,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,02.006.002.003,02.006.002.003,,unchanged,updated
MG-PCD510238C043,钢丝绳,12762650,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,720,08.012.010.006,08.012.010.006,,no_L1,updated
MG-PCD51AF351CE0,鼓风机,072322,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,24.002.001.002,24.002.001.002,,unchanged,updated
MG-PCD6268CEC9A0,球墨承插法兰三通,10339134,20260710_220036,2026-07-12T07:36:26+00:00,1,2,6,800,30.006.001.004,30.006.001.004,,unchanged,updated
MG-PCDCB4577CFEF,电缆接线头,12244849,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,15.001.006.003,31.003.006.002,,changed,updated
MG-PCE9C7812E465,38龙骨连接件,057365,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,19.008.002.001,19.008.002.001,,unchanged,updated
MG-PCF475CC8FAEE,盥洗盆,13192476,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,27.002.003.003,27.002.003.004,,changed,updated
MG-PCFEB01D86DA8,馈线,V33185330,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,12.006.003.002,12.006.002.004,,changed,updated
MG-PD0C60F6CAA57,自吸泵,10315002,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,07.004.006.002,07.004.006.002,,unchanged,updated
MG-PD13453D47400,电动三通阀,10499583,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,25.001.004.003,25.001.004.003,,unchanged,updated
MG-PD14B61147A61,灯丝,V33995369,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,11.002.005.001,11.002.005.009,,changed,updated
MG-PD1503D8CE704,标准稀释剂 T-101/清漆稀释剂,35650544,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,18.003.001.013,18.003.001.013,,unchanged,updated
MG-PD16CB8FA4B14,手提锯,25010116,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,07.003.004.001,07.003.004.001,,no_L1,updated
MG-PD29AF098111A,预制混凝土检查井,28546445,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,194,30.007.001.002,30.007.001.002,,held,low_res_no_cover
MG-PD302952BD6AC,障碍灯,23498412,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,11.003.002.002,11.003.002.002,,unchanged,updated
MG-PD3405577E7B7,手提式灭火器,30801216,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,26.001.009.002,26.001.009.002,,unchanged,updated
MG-PD345AFBAC8A2,水泥,19396354,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,422,18.002.004.002,18.002.004.002,,held,low_res_no_cover
MG-PD3E4C96A3A23,起动控制箱,25234794,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,14.002.001.002,31.002.002.001,,changed,updated
MG-PD4BE0E4C6471,瓦钉,15677776,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,09.002.001.005,08.007.001.001,,changed,updated
MG-PD502800EDBB5,版式散热器,12390036,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,24.007.002.009,14.002.008.008,,changed,updated
MG-PD52E89242604,PVC双连球阀,13614284,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,28.003.004.026,28.016.001.002,,changed,updated
MG-PD585319C4BF1,电动机,13768858,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,07.001.003.001,14.002.006.003,,changed,updated
MG-PD69058799BC6,PPR 90°弯头,10575769,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,28.013.001.004,28.013.001.027,,changed,updated
MG-PD70D0D9ECC73,前置过滤器,10593404,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,24.002.002.004,25.001.004.015,,changed,updated
MG-PD70E6114D72E,羊角锤,10530774,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,04.007.001.002,04.007.001.002,,unchanged,updated
MG-PD713ACECC460,卸荷阀,13422599,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,05.007.003.006,05.007.003.006,,unchanged,updated
MG-PD82A8A1F78AC,暖风机,13532495,20260710_220036,2026-07-12T07:36:26+00:00,1,3,8,800,10.001.005.005,10.001.007.005,,changed,updated
MG-PD8E59156E4C7,墨斗,003159,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,04.011.001.008,04.011.001.008,,unchanged,updated
MG-PD9D297AADAE5,白色安全平网,V36233651,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,09.001.001.005,09.001.001.005,,unchanged,updated
MG-PDA41DB10D80A,多层板,10575594,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,19.002.003.001,19.002.003.001,,unchanged,updated
MG-PDA698B0CEA29,报警阀,11305910,20260710_220036,2026-07-12T07:36:26+00:00,1,3,8,800,25.001.005.032,26.002.001.003,,changed,updated
MG-PDA73254C0160,铝线,12020160,20260710_220036,2026-07-12T07:36:26+00:00,1,4,2,800,12.001.015.001,12.001.015.001,,unchanged,updated
MG-PDA9D6DDD8F9A,PVC直接,028368,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,28.003.004.055,28.003.003.091,,changed,updated
MG-PDABD54EF34F5,木工手锯,13238183,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,04.013.003.002,04.013.003.003,,changed,updated
MG-PDAD16E0B80A8,自动空气断路器,018518,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,31.003.001.001,31.001.006.001,,changed,updated
MG-PDB2FA68ED170,声光报警,13285912,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,14.002.003.003,14.002.003.003,,no_L1,updated
MG-PDB74BF808DB8,快开阀,12558556,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,25.001.005.031,25.001.004.017,,changed,updated
MG-PDCAFCF7D223A,热水泵,13802927,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,25.001.004.008,07.004.006.003,,changed,updated
MG-PDCCD49423C70,吊灯,10670768,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,11.005.002.005,11.005.002.005,,unchanged,updated
MG-PDD8A8E6AEC8B,粉笔,033261,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,04.036,04.036,,no_L1,updated
MG-PDDD8E9DEC94D,电锤冲击钻头,038937,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,06.013,06.013,,no_L1,updated
MG-PDE2533116FF2,热水箱,12588696,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,24.002.004.001,24.002.004.001,,no_L1,updated
MG-PDE5A19313B85,长胶皮手套,049698,20260710_220036,2026-07-12T07:36:26+00:00,1,2,5,800,01.004.001.014,01.004.001.001,,changed,updated
MG-PDF43BF2DAAB5,电视机,15133896,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,10.004.002.001,10.004.002.001,,unchanged,updated
MG-PDF9C63874E63,单相电度表,10292569,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,31.004.005.001,31.004.005.001,,unchanged,updated
MG-PDFA8C7DA2C97,油浸电缆,16389367,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,12.002.004.001,12.001.013.001,,changed,updated
MG-PE026B2CF7CB3,方条,14279840,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,08.012.005.001,08.012.005.008,,changed,updated
MG-PE067E85D42AA,水位计,039371,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,25.001.004.023,25.001.005.023,,changed,updated
MG-PE0A544203283,丙烯酸固化剂,V18035461,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,18.003.001.002,18.001.005.001,,changed,updated
MG-PE0E409E15F74,屋顶/地板漆 - 红/绿/蓝,19744985,20260710_220036,2026-07-12T07:36:26+00:00,1,1,6,800,18.001.004.001,18.003.001.004,,changed,updated
MG-PE133E1D5E168,洋镐把,11815743,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,04.020.002.007,04.020.002.002,,changed,updated
MG-PE1C4A73DDBDF,手动报警器,11462215,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,14.002.003.003,26.003.002.005,,changed,updated
MG-PE1C6B66197C5,风机盘管,10704300,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,24.006.003.001,24.006.003.002,,changed,updated
MG-PE1F20556504A,水平尺,070049,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,04.001.001.002,04.001.001.002,,unchanged,updated
MG-PE21DE9A7E65D,电子计算器,13126100,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,24.042,24.042,,no_L1,updated
MG-PE2D2AF9C701C,金属卤化物灯,14115731,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,11.002.003.001,11.002.003.001,,unchanged,updated
MG-PE2F378D5AA9E,管帽,030352,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,25.002.003.006,28.013.001.009,,changed,updated
MG-PE37650D1E752,信号灯,11855382,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,14.002.003.002,14.002.003.001,,changed,updated
MG-PE3F51E0E44F1,透明胶带,10136287,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,03.020,03.020,,no_L1,updated
MG-PE43E68BC5B6C,H型钢,13566010,20260710_220036,2026-07-12T07:36:26+00:00,1,1,1,800,08.012.005.002,08.012.011.005,,changed,updated
MG-PE48C93F1997F,消防水泵结合器,11305866,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,26.002.004.001,26.002.004.001,,unchanged,updated
MG-PE5232367A9A7,水泥板,10703345,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,19.002.004.001,19.002.004.001,,unchanged,updated
MG-PE53C4F920BE1,航空灯,14194160,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,11.003.002.002,11.003.002.002,,unchanged,updated
MG-PE54601961AD2,氧炔割枪,17451699,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,04.019.003.002,04.019.003.002,,unchanged,updated
MG-PE5E3AD4C90FB,管钳,081385,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,04.005.001.001,04.016.001.004,,changed,updated
MG-PE6CC4D19A6A3,淋浴,12353584,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,27.003.002.001,27.003.006.001,,changed,updated
MG-PE6F539B16036,不锈钢合页,057047,20260710_220036,2026-07-12T07:36:26+00:00,1,3,6,800,20.004.007.001,20.004.007.002,,changed,updated
MG-PE718386B71C8,劳保鞋,11847013,20260710_220036,2026-07-12T07:36:26+00:00,1,0,3,800,01.001.002.003,01.001.002.001,,changed,updated
MG-PE7D354D59170,压力表,10324391,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,04.019.008.008,04.019.008.008,,no_L1,updated
MG-PE7FF57DC96F6,活塞式压缩机,11999853,20260710_220036,2026-07-12T07:36:26+00:00,1,1,2,800,07.007.002.001,07.007.002.001,,unchanged,updated
MG-PE80F21744206,电动机控制中心,12326412,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,14.002.001.001,14.002.001.002,,changed,updated
MG-PE848006308E5,PVC 45°弯头,12652810,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,28.003.004.013,28.003.003.082,,changed,updated
MG-PE920926A8D7E,冷却水水泵,V36242227,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,07.004.006.004,07.004.006.004,,no_L1,updated
MG-PE9732CA46639,欠压继电器,14011370,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,14.002.008.009,31.001.002.001,,changed,updated
MG-PE9B0EB608F90,方型吸顶灯,12546959,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,11.001.001.001,11.001.001.002,,changed,updated
MG-PE9DE0DEE2A15,摄像机,13921309,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,02.006.007.001,02.006.007.001,,unchanged,updated
MG-PEA311DFE2D4B,钢筋弯曲机,11718420,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,07.003.021,07.003.021,,no_L1,updated
MG-PEA4351A1DC61,电流互感器,11462976,20260710_220036,2026-07-12T07:36:26+00:00,1,3,0,800,31.006.010.001,31.006.010.001,,unchanged,updated
MG-PEA8230EB6E84,老虎钳,X02240,20260710_220036,2026-07-12T07:36:26+00:00,1,3,6,800,04.016.001.001,04.016.001.001,,unchanged,updated
MG-PEADB4B7296A1,风阀,32970775,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,24.008.003.001,25.001.005.030,,changed,updated
MG-PEAFFAE735084,镀锌补芯,070560,20260710_220036,2026-07-12T07:36:26+00:00,1,4,2,800,25.002.003.001,25.002.003.001,,unchanged,updated
MG-PEB16EA7FEBCC,水泥钉,32509317,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,350,09.002.002.001,09.002.002.001,,held,low_res_no_cover
MG-PEB989457BCA5,铁锹,18769267,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,04.020.002.001,04.020.002.001,,unchanged,updated
MG-PEBA14C332037,铁丝围栏网,17959085,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,09.006.001.002,02.003.001.001,,changed,updated
MG-PECAFF57C1B35,木工开孔器,10662537,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,06.010,06.010,,no_L1,updated
MG-PED25A1644628,卷尺,058871,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,04.001.001.001,04.001.001.001,,unchanged,updated
MG-PED564FC38F14,高音喇叭,13526057,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,14.002.011.018,02.003.001.003,,changed,updated
MG-PEE5024CEFF1D,钢制小法兰盘,13242276,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,25.001.003.001,25.001.003.001,,unchanged,updated
MG-PEE8EC9DB4648,雨布,13287306,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,32.001,22.002.007.002,,changed,updated
MG-PEF596EFC7572,截止阀,030606,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,25.001.005.009,28.013.001.032,,changed,updated
MG-PEF98DA7446D3,砂轮切割片,15731574,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,06.001.003.001,06.001.002.008,,changed,updated
MG-PF0E743A3F42E,沥青漆,19190295,20260710_220036,2026-07-12T07:36:26+00:00,1,1,5,800,18.003.001.011,18.003.005.001,,changed,updated
MG-PF13596A68B63,PVC阳台地漏,10537075,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,28.003.003.021,28.003.003.074,,changed,updated
MG-PF1643C81A6CD,分体壁挂式空调,25355242,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,24.006.005.001,10.002.002.001,,changed,updated
MG-PF16FB1BB399D,热动力式疏水器,25351062,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,24.007.019,25.001.006.008,,changed,updated
MG-PF225C2A9A750,石棉板,071860,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,16.011,16.011,,no_L1,updated
MG-PF22AF8657D46,喷头,063160,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,26.002.003.003,26.002.003.004,,changed,updated
MG-PF2A40573284E,避雷针,T02442,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,13.009.003.001,13.009.003.001,,unchanged,updated
MG-PF3216B2E80DE,PVC管,Y01493,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,28.003.003.098,28.001.001.002,,changed,updated
MG-PF3A1D113A710,PVC四通,028333,20260710_220036,2026-07-12T07:36:26+00:00,1,3,0,800,28.003.004.079,28.003.003.096,,changed,updated
MG-PF3E91B4E48C6,围墙菱形网,29780472,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,612,09.006.004.008,09.006.004.005,,changed,updated
MG-PF42F5BD7C0E7,钢筋网片,V17932786,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,09.006.001.004,09.006.001.004,,unchanged,updated
MG-PF475CB68E6D2,簸箕,29541768,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,04.020.001.006,04.020.001.006,,no_L1,updated
MG-PF4E2AE175333,铸铁阳台地漏,T11811,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,30.001.002.055,30.001.002.055,,unchanged,updated
MG-PF5177FA711A1,脚手架十字扣件,25336440,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,575,21.003.005.001,21.003.005.001,,held,low_res_no_cover
MG-PF56C204CBF63,钢锯条,13341964,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,04.013.003.003,04.013.003.003,,unchanged,updated
MG-PF5928A612C30,加湿器,19656622,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,10.003.001.003,10.003.001.003,,unchanged,updated
MG-PF59B26B0633C,万能角度抛光机,11665328,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,07.003.003.001,07.003.003.001,,no_L1,updated
MG-PF69B3DAF9E0B,铁丝网,17959096,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,09.006.004.004,02.003.001.001,,changed,updated
MG-PF6BE2433E715,拉线开关,26130717,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,14.002.009.019,15.002.009.001,,changed,updated
